timestamp,zone,pm25,pm10,no2,co,temperature,humidity,vehicle_count,speed,aqi
2025-11-18T23:31:59Z,Zone B,24.09,46.59,16.74,0.89,30.2,57.8,749,67.0,63
2025-11-19T00:31:59Z,Zone A,28.16,52.18,16.15,0.93,17.2,66.9,708,62.1,77
2025-11-19T01:31:59Z,Zone A,21.09,35.72,15.72,0.87,25.6,65.8,788,70.0,51
2025-11-19T02:31:59Z,Zone D,39.94,64.69,16.91,1.0,29.1,57.8,828,68.4,110
2025-11-19T03:31:59Z,Zone A,37.1,56.27,18.87,1.1,24.9,60.0,995,55.9,92
2025-11-19T04:31:59Z,Zone A,32.88,51.32,20.89,0.96,26.5,75.7,810,56.9,85
2025-11-19T05:31:59Z,Zone C,33.16,53.59,16.19,0.92,33.7,81.7,585,61.3,72
2025-11-19T06:31:59Z,Zone D,21.7,43.67,13.43,0.75,27.1,45.0,584,67.5,50
2025-11-19T07:31:59Z,Zone B,40.01,55.7,17.59,1.09,36.6,75.5,932,61.6,93
2025-11-19T08:31:59Z,Zone A,61.39,95.48,26.26,1.45,36.5,65.0,1617,50.9,153
2025-11-19T09:31:59Z,Zone D,69.68,112.23,30.39,1.95,22.7,52.1,2050,49.8,180
2025-11-19T10:31:59Z,Zone A,78.03,122.06,36.04,2.05,26.0,64.0,1787,40.8,187
2025-11-19T11:31:59Z,Zone D,42.19,71.03,11.01,0.47,29.3,54.4,446,69.0,107
2025-11-19T12:31:59Z,Zone B,30.85,43.19,19.33,0.85,35.2,62.6,648,55.8,79
2025-11-19T13:31:59Z,Zone C,25.67,41.31,20.99,0.88,41.7,29.9,733,71.2,57
2025-11-19T14:31:59Z,Zone A,35.03,58.29,12.93,1.08,25.1,53.9,935,67.7,89
2025-11-19T15:31:59Z,Zone D,25.68,37.14,11.9,0.78,35.2,44.9,417,71.4,67
2025-11-19T16:31:59Z,Zone D,32.61,57.38,19.54,0.66,23.1,37.5,520,69.5,84
2025-11-19T17:31:59Z,Zone C,70.14,111.57,33.47,1.69,19.7,86.5,1621,43.4,171
2025-11-19T18:31:59Z,Zone C,58.48,89.12,32.21,1.48,21.6,54.0,1433,45.7,151
2025-11-19T19:31:59Z,Zone B,139.16,215.13,71.78,3.68,22.7,84.5,2589,26.6,349
2025-11-19T20:31:59Z,Zone B,26.4,42.82,21.49,0.83,27.3,71.7,703,68.8,66
2025-11-19T21:31:59Z,Zone D,25.84,35.73,17.05,0.79,29.8,83.2,594,72.4,65
2025-11-19T22:31:59Z,Zone A,31.31,57.42,14.93,0.82,34.4,75.8,590,73.9,77
2025-11-19T23:31:59Z,Zone C,41.8,82.96,21.31,0.88,31.9,62.5,997,60.3,103
2025-11-20T00:31:59Z,Zone B,32.44,53.49,19.67,1.08,29.0,68.0,737,67.8,74
2025-11-20T01:31:59Z,Zone A,27.04,44.76,15.13,0.75,27.5,88.1,620,67.2,70
2025-11-20T02:31:59Z,Zone D,47.34,71.62,28.25,1.06,35.2,67.1,1247,57.0,109
2025-11-20T03:31:59Z,Zone D,38.88,58.25,12.84,0.83,33.5,61.8,952,65.0,93
2025-11-20T04:31:59Z,Zone A,30.93,50.71,13.85,1.06,29.0,64.2,528,67.9,81
2025-11-20T05:31:59Z,Zone D,44.8,73.81,18.24,0.82,27.7,67.8,861,62.3,100
2025-11-20T06:31:59Z,Zone B,45.16,74.86,18.23,0.85,26.9,33.9,825,67.6,102
2025-11-20T07:31:59Z,Zone C,43.69,64.6,9.64,1.06,27.3,53.8,820,66.2,103
2025-11-20T08:31:59Z,Zone D,79.47,120.26,39.5,2.02,31.9,54.4,1856,43.1,191
2025-11-20T09:31:59Z,Zone A,69.63,110.66,44.62,2.23,31.7,64.0,2148,41.1,169
2025-11-20T10:31:59Z,Zone B,48.07,81.61,18.43,0.82,31.2,54.5,938,62.7,126
2025-11-20T11:31:59Z,Zone B,40.95,62.77,14.23,1.04,30.8,49.7,925,54.8,95
2025-11-20T12:31:59Z,Zone C,42.1,68.88,20.73,1.0,32.9,67.3,883,58.0,108
2025-11-20T13:31:59Z,Zone C,34.12,50.28,10.23,0.92,30.4,45.4,605,63.2,79
2025-11-20T14:31:59Z,Zone D,40.88,64.32,15.4,0.75,37.7,78.6,649,60.9,103
2025-11-20T15:31:59Z,Zone B,54.26,87.61,23.63,1.17,29.5,74.9,1120,59.9,127
2025-11-20T16:31:59Z,Zone A,29.47,47.48,17.39,0.8,26.6,66.5,717,65.3,77
2025-11-20T17:31:59Z,Zone A,77.14,119.88,48.68,2.14,27.1,65.1,1949,37.9,188
2025-11-20T18:31:59Z,Zone D,52.08,77.34,27.86,1.64,26.6,46.7,1476,57.4,135
2025-11-20T19:31:59Z,Zone C,168.64,262.93,90.56,4.77,28.0,54.0,2988,22.8,422
2025-11-20T20:31:59Z,Zone C,35.84,60.46,16.92,0.86,26.1,86.1,789,69.1,88
2025-11-20T21:31:59Z,Zone A,27.08,41.69,13.01,0.89,28.9,79.5,714,65.3,73
2025-11-20T22:31:59Z,Zone D,25.06,37.24,12.04,0.87,25.7,62.0,515,66.3,64
2025-11-20T23:31:59Z,Zone B,38.42,59.88,19.83,0.92,21.7,69.1,930,63.0,97
2025-11-21T00:31:59Z,Zone B,31.96,47.34,18.64,0.7,30.0,43.7,766,73.1,78
2025-11-21T01:31:59Z,Zone B,44.37,70.94,16.56,1.07,23.1,44.3,971,67.2,113
2025-11-21T02:31:59Z,Zone D,45.31,65.65,23.27,1.04,24.7,62.0,947,50.6,104
2025-11-21T03:31:59Z,Zone C,32.05,42.41,12.68,0.8,30.5,63.3,691,69.9,87
2025-11-21T04:31:59Z,Zone D,38.06,64.4,20.01,1.05,26.2,74.3,912,55.9,94
2025-11-21T05:31:59Z,Zone A,49.44,75.47,19.26,1.24,27.2,59.1,1141,51.8,121
2025-11-21T06:31:59Z,Zone D,31.51,60.44,15.48,0.67,24.8,72.1,705,69.6,77
2025-11-21T07:31:59Z,Zone D,24.67,48.53,17.41,0.58,27.1,59.4,492,65.4,63
2025-11-21T08:31:59Z,Zone B,75.25,121.7,40.55,1.92,35.9,49.7,1977,46.3,178
2025-11-21T09:31:59Z,Zone A,79.99,124.84,37.91,2.05,29.9,75.4,1965,42.9,199
2025-11-21T10:31:59Z,Zone B,83.91,137.6,42.71,2.42,23.6,67.0,2056,38.0,211
2025-11-21T11:31:59Z,Zone B,43.19,78.22,15.03,1.05,25.5,63.5,727,57.3,98
2025-11-21T12:31:59Z,Zone A,39.12,67.55,16.58,0.85,35.0,60.5,683,66.2,99
2025-11-21T13:31:59Z,Zone C,43.05,71.93,21.99,0.83,33.6,66.0,729,62.0,113
2025-11-21T14:31:59Z,Zone B,33.34,54.16,14.53,0.92,33.3,62.6,723,64.2,81
2025-11-21T15:31:59Z,Zone C,38.95,62.61,15.87,1.05,28.2,36.0,835,57.7,102
2025-11-21T16:31:59Z,Zone C,41.88,72.44,18.18,0.83,30.9,82.4,881,57.9,112
2025-11-21T17:31:59Z,Zone B,91.27,134.17,47.04,2.36,29.6,70.9,2037,35.4,226
2025-11-21T18:31:59Z,Zone A,93.59,147.09,53.27,2.61,28.3,37.2,2156,33.6,223
2025-11-21T19:31:59Z,Zone D,256.07,387.25,142.66,6.9,27.0,69.0,2452,12.2,648
2025-11-21T20:31:59Z,Zone D,33.17,60.06,14.61,0.78,30.1,87.7,651,74.6,87
2025-11-21T21:31:59Z,Zone D,30.09,46.23,18.19,0.62,23.3,58.3,638,73.4,76
2025-11-21T22:31:59Z,Zone C,47.07,81.09,20.75,0.99,31.0,74.4,1014,63.9,118
2025-11-21T23:31:59Z,Zone C,31.1,51.24,15.92,0.92,33.2,34.2,553,62.7,73
2025-11-22T00:31:59Z,Zone D,44.26,76.37,24.05,1.09,30.1,69.9,1076,55.9,108
2025-11-22T01:31:59Z,Zone C,47.51,74.3,29.51,1.33,19.8,61.0,1060,54.9,118
2025-11-22T02:31:59Z,Zone C,42.24,66.75,16.77,0.79,26.1,61.1,837,66.8,113
2025-11-22T03:31:59Z,Zone D,36.27,60.29,17.77,0.88,31.1,64.9,726,64.7,92
2025-11-22T04:31:59Z,Zone D,39.62,63.99,24.25,0.88,27.7,34.4,900,61.1,90
2025-11-22T05:31:59Z,Zone B,38.58,66.63,17.19,0.99,30.2,48.1,720,64.6,96
2025-11-22T06:31:59Z,Zone B,39.52,60.57,17.86,0.93,27.8,52.5,744,64.0,99
2025-11-22T07:31:59Z,Zone B,47.65,71.04,17.47,0.91,31.6,26.4,1067,57.7,109
2025-11-22T08:31:59Z,Zone A,134.07,205.85,72.75,3.55,24.9,33.5,2540,26.7,334
2025-11-22T09:31:59Z,Zone C,178.64,272.61,94.92,4.79,25.3,47.5,2835,21.4,448
2025-11-22T10:31:59Z,Zone B,87.86,142.08,46.69,2.33,25.9,67.2,1988,35.5,216
2025-11-22T11:31:59Z,Zone D,37.09,61.18,16.43,0.68,23.5,65.6,509,66.2,95
2025-11-22T12:31:59Z,Zone C,24.19,50.22,16.07,1.02,36.4,56.3,705,61.2,66
2025-11-22T13:31:59Z,Zone D,35.52,61.33,17.14,0.82,35.4,81.4,785,68.1,91
2025-11-22T14:31:59Z,Zone A,40.8,67.01,17.95,1.0,33.2,89.1,1100,64.9,94
2025-11-22T15:31:59Z,Zone D,37.9,56.4,18.42,0.93,40.2,61.0,1052,63.9,92
2025-11-22T16:31:59Z,Zone D,31.27,57.29,18.29,0.91,33.2,88.9,855,64.0,70
2025-11-22T17:31:59Z,Zone B,63.76,113.3,32.47,1.47,31.6,64.5,1488,45.4,164
2025-11-22T18:31:59Z,Zone D,64.99,106.06,30.05,1.67,24.8,100.8,1596,45.7,161
2025-11-22T19:31:59Z,Zone B,106.85,162.62,58.8,2.83,30.6,52.1,2412,32.6,270
2025-11-22T20:31:59Z,Zone B,32.54,60.79,17.82,0.83,28.1,46.0,675,66.7,80
2025-11-22T21:31:59Z,Zone B,47.52,65.26,22.01,1.3,34.7,38.0,986,47.5,125
2025-11-22T22:31:59Z,Zone B,35.23,49.58,15.57,1.04,28.9,60.7,861,64.3,90
2025-11-22T23:31:59Z,Zone D,32.25,52.35,22.58,0.75,29.8,49.7,663,64.6,72
2025-11-23T00:31:59Z,Zone C,35.6,54.78,22.1,0.97,22.7,41.1,1023,59.5,97
2025-11-23T01:31:59Z,Zone C,32.67,57.56,16.4,0.87,27.1,46.7,622,71.3,82
2025-11-23T02:31:59Z,Zone C,30.98,51.33,15.2,0.9,29.8,55.4,681,68.1,72
2025-11-23T03:31:59Z,Zone A,36.98,68.25,20.67,0.97,17.7,44.7,913,66.5,91
2025-11-23T04:31:59Z,Zone C,31.85,61.45,19.85,0.95,26.0,41.6,885,65.1,78
2025-11-23T05:31:59Z,Zone B,29.95,49.26,16.22,0.82,29.3,52.3,709,70.4,79
2025-11-23T06:31:59Z,Zone A,32.51,51.91,18.54,0.79,27.4,56.0,839,68.4,73
2025-11-23T07:31:59Z,Zone D,37.49,64.25,14.02,0.88,26.1,58.8,752,70.9,94
2025-11-23T08:31:59Z,Zone B,50.15,78.32,29.77,1.36,19.3,48.0,1544,56.3,127
2025-11-23T09:31:59Z,Zone B,84.57,136.43,43.39,2.24,25.8,63.5,2159,40.3,213
2025-11-23T10:31:59Z,Zone A,77.09,119.83,37.39,2.08,29.0,54.7,1839,39.9,193
2025-11-23T11:31:59Z,Zone A,42.88,65.87,17.35,1.05,35.4,46.0,818,54.2,109
2025-11-23T12:31:59Z,Zone C,31.43,53.2,15.25,0.73,39.0,52.8,570,67.8,80
2025-11-23T13:31:59Z,Zone C,21.47,38.49,13.4,0.83,34.4,67.6,872,73.6,53
2025-11-23T14:31:59Z,Zone B,34.22,47.1,14.7,0.81,39.8,68.7,739,67.1,75
2025-11-23T15:31:59Z,Zone C,33.35,61.27,20.44,0.67,37.1,59.3,498,67.6,83
2025-11-23T16:31:59Z,Zone A,43.08,74.39,23.54,0.76,26.0,75.4,711,64.8,103
2025-11-23T17:31:59Z,Zone A,152.05,231.65,78.08,3.88,26.1,73.5,2582,24.1,379
2025-11-23T18:31:59Z,Zone C,46.44,74.56,28.65,1.34,31.0,50.6,1517,51.9,120
2025-11-23T19:31:59Z,Zone C,76.64,118.63,35.93,1.92,34.2,48.7,1875,44.4,189
2025-11-23T20:31:59Z,Zone C,45.85,66.41,20.63,0.86,26.9,53.5,863,65.5,112
2025-11-23T21:31:59Z,Zone C,26.14,55.35,14.46,0.89,23.9,63.6,703,68.9,60
2025-11-23T22:31:59Z,Zone D,34.54,61.48,22.91,0.87,20.2,43.0,767,62.4,82
2025-11-23T23:31:59Z,Zone B,18.22,30.28,17.17,0.52,30.3,78.6,446,78.7,43
2025-11-24T00:31:59Z,Zone D,36.62,62.78,17.99,0.73,25.7,45.4,881,62.9,97
2025-11-24T01:31:59Z,Zone A,39.37,70.07,16.57,1.03,25.0,48.5,1019,62.0,102
2025-11-24T02:31:59Z,Zone C,24.68,38.71,21.14,0.96,28.0,53.2,985,61.6,60
2025-11-24T03:31:59Z,Zone A,20.23,24.36,17.78,0.75,22.4,37.1,612,67.4,44
2025-11-24T04:31:59Z,Zone C,32.08,54.7,17.17,0.94,26.5,67.5,668,65.6,83
2025-11-24T05:31:59Z,Zone C,22.86,42.67,19.87,0.71,30.8,61.3,583,74.3,53
2025-11-24T06:31:59Z,Zone B,39.33,71.27,15.08,1.02,20.1,45.0,781,70.8,103
2025-11-24T07:31:59Z,Zone C,36.21,61.69,11.58,0.6,32.2,79.8,562,71.8,89
2025-11-24T08:31:59Z,Zone A,114.52,189.43,60.53,3.04,29.5,67.3,2459,30.7,282
2025-11-24T09:31:59Z,Zone D,53.65,76.46,30.47,1.52,26.6,32.6,1437,45.8,132
2025-11-24T10:31:59Z,Zone D,129.03,191.95,68.11,3.41,21.0,59.0,2498,28.1,325
2025-11-24T11:31:59Z,Zone D,36.43,65.56,16.7,1.04,30.7,46.0,1001,66.5,90
2025-11-24T12:31:59Z,Zone C,33.6,57.5,16.15,0.97,26.8,80.4,832,69.7,86
2025-11-24T13:31:59Z,Zone B,45.14,72.28,23.98,0.96,20.6,58.8,918,61.9,104
2025-11-24T14:31:59Z,Zone D,31.41,45.4,14.21,0.68,30.3,64.2,713,66.4,71
2025-11-24T15:31:59Z,Zone A,28.03,57.25,20.47,1.04,31.8,54.0,991,67.6,72
2025-11-24T16:31:59Z,Zone A,39.63,58.9,18.58,0.73,29.8,53.1,809,68.0,100
2025-11-24T17:31:59Z,Zone A,196.12,296.68,110.57,5.34,29.9,31.9,3092,20.8,482
2025-11-24T18:31:59Z,Zone B,82.91,123.63,43.03,2.38,29.9,62.5,2234,42.5,205
2025-11-24T19:31:59Z,Zone A,322.68,491.68,173.98,8.65,33.7,60.8,2944,11.5,799
2025-11-24T20:31:59Z,Zone D,34.66,56.32,15.45,0.75,24.5,65.8,506,67.1,86
2025-11-24T21:31:59Z,Zone C,39.03,65.17,10.42,0.91,27.2,81.8,570,56.8,98
2025-11-24T22:31:59Z,Zone B,38.94,59.53,15.38,0.89,25.3,49.2,718,61.4,91
2025-11-24T23:31:59Z,Zone D,31.41,61.8,10.65,0.54,30.0,55.0,509,68.7,78
2025-11-25T00:31:59Z,Zone C,35.11,54.48,15.76,0.88,29.3,47.6,663,68.1,84
2025-11-25T01:31:59Z,Zone C,43.58,72.89,26.62,1.21,29.2,48.3,1181,57.2,118
2025-11-25T02:31:59Z,Zone B,41.17,74.05,19.34,0.84,35.5,53.9,819,57.6,90
2025-11-25T03:31:59Z,Zone B,40.2,64.87,19.46,0.89,26.4,71.5,865,67.3,94
2025-11-25T04:31:59Z,Zone A,29.51,50.54,12.61,0.92,22.5,57.9,650,69.7,78
2025-11-25T05:31:59Z,Zone C,44.77,70.28,18.79,0.79,20.7,73.5,1019,67.4,115
2025-11-25T06:31:59Z,Zone C,26.08,48.43,13.29,0.76,35.9,89.4,293,79.6,67
2025-11-25T07:31:59Z,Zone A,44.62,74.68,25.72,1.4,31.3,76.7,1145,52.7,101
2025-11-25T08:31:59Z,Zone D,91.43,137.97,48.78,2.54,33.2,60.7,1972,32.0,231
2025-11-25T09:31:59Z,Zone C,86.36,138.16,41.11,2.4,29.8,89.2,2098,34.9,217
2025-11-25T10:31:59Z,Zone B,56.89,77.94,22.36,1.54,17.7,34.4,1625,56.2,140
2025-11-25T11:31:59Z,Zone D,47.82,74.42,28.0,1.21,26.5,55.2,1280,58.1,124
2025-11-25T12:31:59Z,Zone D,31.27,55.35,17.4,1.06,35.1,43.9,841,66.4,80
2025-11-25T13:31:59Z,Zone D,39.65,62.62,19.97,1.15,30.5,55.9,931,52.1,101
2025-11-25T14:31:59Z,Zone B,40.24,68.58,18.67,1.06,36.8,42.4,1140,62.8,104
2025-11-25T15:31:59Z,Zone A,27.07,50.72,16.5,0.72,40.8,49.4,469,70.8,67
2025-11-25T16:31:59Z,Zone C,26.19,49.28,13.01,0.68,28.6,78.0,552,66.0,69
2025-11-25T17:31:59Z,Zone A,88.25,135.47,47.79,2.25,26.4,67.3,1915,36.4,224
2025-11-25T18:31:59Z,Zone B,61.32,91.72,30.85,1.49,36.7,68.9,1540,49.8,147
2025-11-25T19:31:59Z,Zone C,109.51,166.59,52.35,2.78,27.2,85.3,2297,31.0,269
2025-11-25T20:31:59Z,Zone A,45.91,69.72,23.84,1.22,26.9,56.1,1195,56.7,115
2025-11-25T21:31:59Z,Zone C,39.75,54.27,17.71,0.88,22.5,49.9,741,63.2,99
2025-11-25T22:31:59Z,Zone C,43.45,68.25,27.27,0.93,28.8,72.0,945,64.8,107
2025-11-25T23:31:59Z,Zone B,39.7,67.89,21.81,1.03,30.3,67.4,812,63.4,100
2025-11-26T00:31:59Z,Zone A,38.85,64.64,28.24,1.24,22.8,87.7,1216,57.5,98
2025-11-26T01:31:59Z,Zone A,34.66,62.2,17.55,0.9,36.9,80.4,871,60.7,90
2025-11-26T02:31:59Z,Zone C,31.07,51.44,21.24,0.87,27.0,64.2,1091,68.2,72
2025-11-26T03:31:59Z,Zone A,34.04,60.76,15.23,0.85,21.0,59.4,867,57.0,83
2025-11-26T04:31:59Z,Zone A,30.76,47.37,11.21,0.98,28.6,66.7,492,68.8,74
2025-11-26T05:31:59Z,Zone D,30.93,52.0,14.78,0.66,28.9,22.5,633,68.5,70
2025-11-26T06:31:59Z,Zone B,33.1,54.34,18.14,0.91,28.8,69.1,902,65.2,78
2025-11-26T07:31:59Z,Zone A,40.23,60.21,18.84,1.01,35.7,29.0,840,59.8,92
2025-11-26T08:31:59Z,Zone C,93.87,145.98,47.88,2.48,27.2,34.0,2070,32.8,227
2025-11-26T09:31:59Z,Zone D,72.52,112.01,42.58,2.03,31.9,31.4,1824,39.2,178
2025-11-26T10:31:59Z,Zone D,93.2,151.01,55.23,2.59,33.8,64.9,2184,33.0,237
2025-11-26T11:31:59Z,Zone B,27.16,50.4,17.8,0.7,32.4,61.7,806,66.5,69
2025-11-26T12:31:59Z,Zone A,49.35,74.85,19.21,1.11,27.6,63.5,877,56.1,123
2025-11-26T13:31:59Z,Zone C,33.38,53.6,16.84,0.92,34.9,55.3,556,62.6,77
2025-11-26T14:31:59Z,Zone D,47.14,81.18,24.15,1.17,33.0,51.4,1036,47.1,110
2025-11-26T15:31:59Z,Zone B,38.57,58.9,23.88,1.06,32.4,59.6,926,54.4,97
2025-11-26T16:31:59Z,Zone C,40.54,63.15,18.27,1.13,32.6,50.1,1084,64.7,95
2025-11-26T17:31:59Z,Zone A,55.25,81.71,26.04,1.2,31.3,86.1,1482,53.6,140
2025-11-26T18:31:59Z,Zone B,185.73,283.7,89.8,4.7,20.5,71.4,2826,21.4,465
2025-11-26T19:31:59Z,Zone A,82.41,127.24,40.2,1.99,27.5,49.2,1950,39.9,207
2025-11-26T20:31:59Z,Zone B,43.63,68.32,21.16,1.06,27.2,71.5,1099,61.0,111
2025-11-26T21:31:59Z,Zone B,40.3,63.36,18.04,0.96,30.1,77.5,894,60.5,106
2025-11-26T22:31:59Z,Zone C,35.84,61.46,23.32,0.82,33.5,60.9,649,55.3,87
2025-11-26T23:31:59Z,Zone A,23.59,36.11,12.9,0.88,18.6,56.5,570,72.9,57
2025-11-27T00:31:59Z,Zone D,35.79,59.88,17.18,1.05,23.1,88.3,1145,66.6,91
2025-11-27T01:31:59Z,Zone B,41.86,63.25,13.63,0.83,23.7,53.9,823,67.4,95
2025-11-27T02:31:59Z,Zone B,46.83,83.32,28.2,1.27,24.9,59.1,1134,52.8,117
2025-11-27T03:31:59Z,Zone A,33.2,59.02,16.55,0.94,26.6,52.5,844,54.5,87
2025-11-27T04:31:59Z,Zone B,40.42,62.99,13.18,0.78,27.7,47.7,689,67.2,91
2025-11-27T05:31:59Z,Zone D,47.92,78.06,21.27,1.05,24.9,79.8,1050,57.6,119
2025-11-27T06:31:59Z,Zone B,33.37,58.04,13.6,0.76,29.3,68.5,625,57.2,84
2025-11-27T07:31:59Z,Zone C,34.19,61.48,17.31,0.93,31.5,57.4,835,62.5,89
2025-11-27T08:31:59Z,Zone D,55.94,89.62,32.4,1.63,26.9,65.0,1494,46.2,143
2025-11-27T09:31:59Z,Zone C,60.48,90.98,26.65,1.61,23.9,58.1,1712,50.3,158
2025-11-27T10:31:59Z,Zone B,100.05,154.42,52.76,2.75,39.4,55.6,2480,35.7,243
2025-11-27T11:31:59Z,Zone A,40.31,70.12,27.3,0.99,30.6,71.6,1185,60.0,103
2025-11-27T12:31:59Z,Zone B,35.43,56.04,21.33,0.92,32.6,78.0,812,63.4,84
2025-11-27T13:31:59Z,Zone B,30.1,51.05,17.76,0.69,29.1,79.5,752,62.2,76
2025-11-27T14:31:59Z,Zone B,32.85,52.12,13.17,0.53,34.0,66.4,491,69.1,80
2025-11-27T15:31:59Z,Zone C,25.7,38.1,16.2,0.87,35.6,35.0,591,72.1,66
2025-11-27T16:31:59Z,Zone C,26.16,42.54,15.41,0.85,29.0,71.6,659,69.3,61
2025-11-27T17:31:59Z,Zone D,71.43,103.27,40.42,1.84,23.6,64.6,1620,38.0,172
2025-11-27T18:31:59Z,Zone B,67.62,101.59,33.35,1.9,36.2,57.3,1817,46.7,172
2025-11-27T19:31:59Z,Zone C,75.2,107.27,43.64,2.15,25.6,44.1,2078,41.8,195
2025-11-27T20:31:59Z,Zone B,35.04,54.04,19.07,0.84,28.4,43.7,882,57.3,88
2025-11-27T21:31:59Z,Zone B,32.43,47.12,20.43,0.93,32.5,44.4,739,67.4,79
2025-11-27T22:31:59Z,Zone B,32.97,63.61,19.07,0.94,27.6,75.1,720,65.3,73
2025-11-27T23:31:59Z,Zone A,35.24,60.19,21.26,0.73,20.3,66.5,536,63.4,86
2025-11-28T00:31:59Z,Zone A,37.9,53.73,13.73,0.98,25.4,53.5,821,71.3,88
2025-11-28T01:31:59Z,Zone B,41.67,61.71,19.94,0.88,23.4,50.6,843,69.5,106
2025-11-28T02:31:59Z,Zone A,26.0,36.63,13.46,0.72,23.7,37.0,637,62.1,66
2025-11-28T03:31:59Z,Zone B,34.66,59.69,17.39,0.99,29.4,81.6,999,71.9,88
2025-11-28T04:31:59Z,Zone D,24.04,35.02,14.78,0.57,36.1,32.3,387,69.9,62
2025-11-28T05:31:59Z,Zone B,33.0,63.1,14.04,0.92,31.5,61.3,555,60.3,79
2025-11-28T06:31:59Z,Zone C,44.75,78.49,19.81,1.18,35.1,34.2,1113,51.7,112
2025-11-28T07:31:59Z,Zone A,35.52,67.17,17.4,1.09,31.4,74.7,827,65.8,83
2025-11-28T08:31:59Z,Zone A,56.33,95.44,26.43,1.34,32.4,64.3,1507,52.4,134
2025-11-28T09:31:59Z,Zone B,78.14,115.91,36.61,2.11,25.1,35.6,2007,39.8,192
2025-11-28T10:31:59Z,Zone B,139.28,212.64,74.31,3.7,29.0,48.2,2688,27.9,349
2025-11-28T11:31:59Z,Zone A,38.96,72.55,13.52,0.98,24.9,62.6,791,55.8,95
2025-11-28T12:31:59Z,Zone B,42.98,75.55,17.75,0.84,29.4,74.0,815,70.2,99
2025-11-28T13:31:59Z,Zone B,30.44,55.73,16.72,0.69,26.1,60.2,494,62.6,77
2025-11-28T14:31:59Z,Zone A,44.06,76.69,20.21,0.99,34.2,43.6,1010,59.9,106
2025-11-28T15:31:59Z,Zone A,40.21,65.35,24.4,1.31,27.9,72.2,1070,56.3,103
2025-11-28T16:31:59Z,Zone D,34.82,61.49,20.67,0.9,19.4,70.2,841,67.9,84
2025-11-28T17:31:59Z,Zone B,76.48,118.63,43.8,2.12,24.5,65.6,2082,40.5,183
2025-11-28T18:31:59Z,Zone C,50.61,84.97,30.71,1.38,18.5,56.4,1278,52.9,127
2025-11-28T19:31:59Z,Zone C,62.91,94.11,30.98,1.62,33.2,74.0,1603,46.4,164
2025-11-28T20:31:59Z,Zone B,17.29,29.7,9.13,0.69,38.6,38.5,443,77.0,46
2025-11-28T21:31:59Z,Zone C,36.66,64.79,15.92,0.8,36.4,41.8,1006,68.5,93
2025-11-28T22:31:59Z,Zone C,32.03,51.26,13.36,0.71,20.9,54.2,664,66.1,83
2025-11-28T23:31:59Z,Zone A,34.14,61.66,17.68,0.88,21.2,49.6,731,68.7,90
2025-11-29T00:31:59Z,Zone D,39.08,68.3,23.89,1.1,27.4,66.1,1119,56.9,105
2025-11-29T01:31:59Z,Zone B,28.2,46.57,19.24,0.93,27.4,45.8,937,55.8,70
2025-11-29T02:31:59Z,Zone A,33.26,54.53,14.17,0.54,37.5,90.9,375,69.9,80
2025-11-29T03:31:59Z,Zone C,24.4,42.9,17.11,0.82,28.5,37.9,719,68.2,63
2025-11-29T04:31:59Z,Zone B,37.48,61.43,24.28,0.97,26.6,31.4,1049,63.3,96
2025-11-29T05:31:59Z,Zone D,40.77,66.33,19.57,0.72,17.6,48.2,1025,59.3,99
2025-11-29T06:31:59Z,Zone A,38.39,63.33,17.14,0.96,32.4,8.2,1014,64.7,102
2025-11-29T07:31:59Z,Zone B,27.64,43.12,16.01,0.95,22.7,49.0,736,68.6,69
2025-11-29T08:31:59Z,Zone D,46.87,71.16,29.1,1.33,25.0,40.8,1357,50.1,116
2025-11-29T09:31:59Z,Zone A,98.17,151.47,47.56,2.35,21.2,80.8,2214,36.6,254
2025-11-29T10:31:59Z,Zone B,123.83,188.46,64.65,3.13,25.0,32.8,2391,28.7,309
2025-11-29T11:31:59Z,Zone C,32.6,42.25,14.1,0.8,27.8,77.1,511,65.7,77
2025-11-29T12:31:59Z,Zone A,34.95,50.74,12.7,0.68,23.3,70.0,624,74.6,83
2025-11-29T13:31:59Z,Zone C,29.57,50.94,15.22,0.7,37.4,47.1,550,71.3,78
2025-11-29T14:31:59Z,Zone A,33.55,56.97,14.32,0.81,27.9,63.3,749,60.4,79
2025-11-29T15:31:59Z,Zone B,26.61,45.51,24.92,0.91,35.6,62.4,728,70.9,62
2025-11-29T16:31:59Z,Zone C,36.15,55.36,20.0,0.97,26.7,60.5,1170,65.1,89
2025-11-29T17:31:59Z,Zone B,59.23,91.28,32.33,1.42,36.6,37.3,1694,49.1,154
2025-11-29T18:31:59Z,Zone A,93.75,150.94,49.57,2.46,22.5,65.1,2023,34.3,227
2025-11-29T19:31:59Z,Zone C,131.4,202.88,70.84,3.58,38.7,63.7,2356,23.7,323
2025-11-29T20:31:59Z,Zone B,33.79,58.86,14.73,0.95,29.5,64.3,748,61.3,86
2025-11-29T21:31:59Z,Zone C,31.7,50.72,19.3,0.87,21.0,48.1,907,63.4,84
2025-11-29T22:31:59Z,Zone B,37.01,61.71,17.01,1.0,27.0,68.5,1011,63.2,97
2025-11-29T23:31:59Z,Zone A,29.49,48.37,19.41,0.71,31.1,57.4,649,72.9,67
2025-11-30T00:31:59Z,Zone A,42.49,62.84,24.05,1.25,33.9,71.9,1163,58.4,109
